Feature,Coefficient
AR-lag-1,0.8609619895224938
AR-lag-2,0.024998244683466453
AR-lag-3,0.003557685552376455
AR-lag-4,-0.010042225949177919
AR-lag-5,0.061880153930705006
AR-lag-6,0.009179286443783852
